Invoice_id,Branch,City,Category,Unit_price,Quantity,Date,Time,Payment_method,Rating,Profit_margin,Total Sales
3144,WALM092,Lake Jackson,Fashion accessories,61,3,2035-01-10,16:15:00,Ewallet,6,33%,183
9232,WALM074,Weslaco,Fashion accessories,79,3,2035-01-11,13:23:00,Cash,6,33%,237
9556,WALM099,Weatherford,Fashion accessories,31,1,2035-01-12,16:05:00,Cash,3,18%,31
2597,WALM088,Cleburne,Home and lifestyle,72,2,2035-01-13,09:27:00,Ewallet,7,33%,144
9586,WALM074,Weslaco,Fashion accessories,83,1,2035-01-14,14:15:00,Cash,7,33%,83
9590,WALM069,Rockwall,Fashion accessories,16,2,2035-01-15,08:35:00,Cash,6,33%,32
9709,WALM089,Southlake,Home and lifestyle,54,1,2035-01-16,15:56:00,Cash,7,33%,54
2575,WALM031,Lewisville,Home and lifestyle,23,2,2035-01-17,15:39:00,Ewallet,7,48%,46
2771,WALM013,Irving,Home and lifestyle,17,2,2035-01-18,16:58:00,Ewallet,6,48%,34
2911,WALM070,Hurst,Home and lifestyle,45,2,2035-01-19,06:24:00,Ewallet,8,33%,90
9483,WALM074,Weslaco,Home and lifestyle,50,1,2035-01-20,11:52:00,Cash,5,33%,50
2253,WALM067,Haltom City,Home and lifestyle,19,2,2035-01-21,11:36:00,Ewallet,5,33%,38
2740,WALM018,Frisco,Fashion accessories,71,3,2035-01-22,11:29:00,Ewallet,4,48%,213
9419,WALM065,Texas City,Home and lifestyle,37,1,2035-01-23,11:53:00,Cash,4,33%,37
1869,WALM041,Mission,Home and lifestyle,31,3,2035-01-24,10:40:00,Ewallet,4,48%,93
9107,WALM046,Temple,Home and lifestyle,30,3,2035-01-25,08:06:00,Cash,3,48%,90
9855,WALM046,Temple,Home and lifestyle,18,3,2035-01-26,09:51:00,Cash,6,48%,54
1598,WALM095,Big Spring,Fashion accessories,15,3,2035-01-27,18:53:00,Ewallet,7,33%,45
2410,WALM047,Flower Mound,Fashion accessories,29,3,2035-01-28,19:46:00,Ewallet,5,48%,87
1318,WALM084,Schertz,Fashion accessories,36,2,2035-01-29,19:41:00,Ewallet,4,33%,72
1351,WALM095,Big Spring,Home and lifestyle,48,1,2035-01-30,18:06:00,Ewallet,6,33%,48
1711,WALM051,New Braunfels,Home and lifestyle,49,1,2035-01-31,15:03:00,Ewallet,7,48%,49
2239,WALM098,Mineral Wells,Home and lifestyle,75,2,2035-02-01,07:34:00,Ewallet,8,18%,150
2427,WALM027,Abilene,Home and lifestyle,27,2,2035-02-02,18:27:00,Ewallet,9,48%,54
2904,WALM098,Mineral Wells,Fashion accessories,36,3,2035-02-03,16:36:00,Ewallet,6,18%,108
3079,WALM076,Huntsville,Home and lifestyle,73,3,2035-02-04,12:48:00,Ewallet,7,33%,219
9135,WALM075,San Marcos,Home and lifestyle,44,2,2035-02-05,14:25:00,Cash,5,33%,88
1043,WALM051,New Braunfels,Home and lifestyle,79,3,2035-02-06,21:01:00,Ewallet,9,48%,237
1343,WALM038,Sugar Land,Home and lifestyle,65,2,2035-02-07,09:22:00,Ewallet,7,48%,130
1813,WALM044,Pharr,Home and lifestyle,77,1,2035-02-08,08:04:00,Ewallet,8,48%,77
2331,WALM100,Canyon,Home and lifestyle,49,1,2035-02-09,07:38:00,Ewallet,5,18%,49
1336,WALM068,Burleson,Fashion accessories,18,1,2035-02-10,17:06:00,Ewallet,5,33%,18
1531,WALM096,Eagle Pass,Home and lifestyle,42,2,2035-02-11,16:48:00,Ewallet,9,33%,84
9037,WALM073,Seguin,Home and lifestyle,79,3,2035-02-12,07:15:00,Cash,3,33%,237
1389,WALM083,Farmers Branch,Home and lifestyle,25,3,2035-02-13,12:24:00,Ewallet,4,33%,75
1761,WALM077,Coppell,Home and lifestyle,38,3,2035-02-14,08:05:00,Ewallet,8,33%,114
1793,WALM085,Kerrville,Home and lifestyle,19,1,2035-02-15,20:16:00,Ewallet,5,33%,19
9833,WALM025,Waco,Home and lifestyle,68,2,2035-02-16,11:25:00,Cash,5,48%,136
2713,WALM057,Euless,Home and lifestyle,66,1,2035-02-17,07:25:00,Ewallet,7,33%,66
2163,WALM085,Kerrville,Home and lifestyle,22,3,2035-02-18,20:49:00,Ewallet,6,33%,66
2557,WALM008,Corpus Christi,Home and lifestyle,35,2,2035-02-19,21:25:00,Ewallet,9,48%,70
8977,WALM054,Sherman,Home and lifestyle,77,3,2035-02-20,08:12:00,Cash,6,21%,231
1681,WALM040,Edinburg,Home and lifestyle,18,1,2035-02-21,11:04:00,Ewallet,4,48%,18
1672,WALM048,Harlingen,Fashion accessories,53,3,2035-02-22,17:13:00,Ewallet,6,48%,159
2724,WALM063,Georgetown,Fashion accessories,21,2,2035-02-23,09:01:00,Ewallet,4,33%,42
1629,WALM012,Garland,Home and lifestyle,54,2,2035-02-24,21:03:00,Ewallet,4,48%,108
3195,WALM028,Odessa,Home and lifestyle,56,2,2035-02-25,08:03:00,Ewallet,6,48%,112
2770,WALM096,Eagle Pass,Fashion accessories,82,3,2035-02-26,10:51:00,Ewallet,6,18%,246
9033,WALM030,Richardson,Home and lifestyle,66,3,2035-02-27,07:27:00,Cash,5,48%,198
9164,WALM075,San Marcos,Fashion accessories,57,2,2035-02-28,16:36:00,Cash,6,33%,114
3137,WALM071,Lufkin,Home and lifestyle,36,3,2035-03-01,13:08:00,Ewallet,6,33%,108
2055,WALM033,Pearland,Home and lifestyle,22,3,2035-03-02,06:34:00,Ewallet,8,48%,66
2376,WALM002,Dallas,Fashion accessories,57,1,2035-03-03,18:12:00,Ewallet,4,36%,57
8879,WALM050,Victoria,Home and lifestyle,36,3,2035-03-04,13:15:00,Credit card,4,48%,108
2075,WALM010,Laredo,Home and lifestyle,81,2,2035-03-05,17:54:00,Ewallet,6,48%,162
1483,WALM021,McAllen,Home and lifestyle,51,1,2035-03-06,12:40:00,Ewallet,8,48%,51
2124,WALM005,Fort Worth,Fashion accessories,15,1,2035-03-07,17:22:00,Ewallet,7,48%,15
2836,WALM072,Lancaster,Electronic accessories,21,2,2035-03-08,15:05:00,Ewallet,9,33%,42
2080,WALM041,Mission,Fashion accessories,82,2,2035-03-09,18:29:00,Ewallet,4,48%,164
8869,WALM082,Weslaco,Home and lifestyle,64,3,2035-03-10,07:25:00,Cash,6,33%,192
9018,WALM050,Victoria,Fashion accessories,58,1,2035-03-11,14:50:00,Credit card,4,48%,58
9317,WALM029,Round Rock,Home and lifestyle,21,2,2035-03-12,09:32:00,Cash,5,48%,42
1169,WALM003,San Antonio,Home and lifestyle,22,3,2035-03-13,08:38:00,Ewallet,7,36%,66
2057,WALM026,Denton,Home and lifestyle,59,2,2035-03-14,07:00:00,Ewallet,4,48%,118
2652,WALM097,Alice,Fashion accessories,33,3,2035-03-15,17:09:00,Ewallet,6,18%,99
1995,WALM004,Austin,Home and lifestyle,52,2,2035-03-16,07:34:00,Ewallet,9,48%,104
9211,WALM055,Waxahachie,Home and lifestyle,46,2,2035-03-17,10:43:00,Cash,4,33%,92
9429,WALM032,Tyler,Home and lifestyle,44,1,2035-03-18,07:37:00,Cash,7,48%,44
2471,WALM007,Arlington,Home and lifestyle,84,1,2035-03-19,17:06:00,Ewallet,8,48%,84
3092,WALM085,Kerrville,Fashion accessories,68,3,2035-03-20,19:49:00,Ewallet,9,33%,204
2133,WALM024,Carrollton,Home and lifestyle,65,2,2035-03-21,21:04:00,Ewallet,8,48%,130
9352,WALM032,Tyler,Fashion accessories,70,1,2035-03-22,14:54:00,Cash,3,48%,70
2215,WALM071,Lufkin,Home and lifestyle,63,3,2035-03-23,13:54:00,Ewallet,9,33%,189
2584,WALM018,Frisco,Fashion accessories,16,2,2035-03-24,22:38:00,Ewallet,6,48%,32
8909,WALM029,Round Rock,Home and lifestyle,52,1,2035-03-25,09:55:00,Cash,6,48%,52
2736,WALM004,Austin,Fashion accessories,48,1,2035-03-26,14:38:00,Ewallet,7,48%,48
9538,WALM089,Southlake,Fashion accessories,33,3,2035-03-27,06:43:00,Cash,6,33%,99
1589,WALM043,Baytown,Home and lifestyle,35,2,2035-03-28,22:05:00,Ewallet,8,48%,70
1646,WALM008,Corpus Christi,Fashion accessories,65,3,2035-03-29,15:51:00,Ewallet,4,48%,195
1828,WALM002,Dallas,Fashion accessories,38,3,2035-03-30,18:43:00,Ewallet,7,36%,114
2899,WALM042,Bryan,Home and lifestyle,15,2,2035-03-31,20:50:00,Ewallet,6,48%,30
2047,WALM011,Lubbock,Home and lifestyle,18,1,2035-04-01,17:34:00,Ewallet,9,48%,18
2919,WALM067,Haltom City,Home and lifestyle,80,3,2035-04-02,11:30:00,Ewallet,4,33%,240
1181,WALM028,Odessa,Home and lifestyle,38,1,2035-04-03,20:53:00,Ewallet,8,48%,38
2321,WALM096,Eagle Pass,Home and lifestyle,69,2,2035-04-04,22:02:00,Ewallet,7,33%,138
2416,WALM014,Amarillo,Fashion accessories,28,3,2035-04-05,11:04:00,Ewallet,8,48%,84
2858,WALM022,Mesquite,Fashion accessories,29,3,2035-04-06,20:07:00,Ewallet,5,48%,87
1162,WALM033,Pearland,Fashion accessories,34,1,2035-04-07,11:22:00,Ewallet,5,48%,34
1668,WALM022,Mesquite,Fashion accessories,45,1,2035-04-08,13:22:00,Ewallet,6,48%,45
2101,WALM048,Harlingen,Home and lifestyle,75,1,2035-04-09,20:06:00,Ewallet,9,48%,75
9409,WALM074,Weslaco,Home and lifestyle,29,2,2035-04-10,11:51:00,Cash,7,33%,58
1447,WALM053,Conroe,Home and lifestyle,85,1,2035-04-11,17:03:00,Ewallet,8,57%,85
2875,WALM010,Laredo,Home and lifestyle,31,3,2035-04-12,16:13:00,Ewallet,9,48%,93
2892,WALM047,Flower Mound,Fashion accessories,37,1,2035-04-13,12:48:00,Ewallet,7,48%,37
1328,WALM053,Conroe,Fashion accessories,33,1,2035-04-14,15:34:00,Ewallet,5,57%,33
2037,WALM078,Del Rio,Home and lifestyle,49,3,2035-04-15,09:31:00,Ewallet,6,33%,147
1208,WALM020,Killeen,Fashion accessories,66,2,2035-04-16,18:06:00,Ewallet,7,48%,132
3107,WALM092,Lake Jackson,Home and lifestyle,18,1,2035-04-17,09:46:00,Ewallet,8,33%,18
9113,WALM025,Waco,Home and lifestyle,60,2,2035-04-18,11:00:00,Cash,7,48%,120
1856,WALM064,Bedford,Fashion accessories,35,1,2035-04-19,18:03:00,Ewallet,6,33%,35
2106,WALM018,Frisco,Fashion accessories,79,1,2035-04-20,15:28:00,Ewallet,9,48%,79
2884,WALM016,Brownsville,Fashion accessories,77,3,2035-04-21,18:50:00,Ewallet,6,48%,231
3109,WALM005,Fort Worth,Home and lifestyle,31,2,2035-04-22,13:28:00,Ewallet,5,48%,62
9298,WALM089,Southlake,Fashion accessories,18,1,2035-04-23,16:08:00,Cash,4,33%,18
9321,WALM025,Waco,Home and lifestyle,53,1,2035-04-24,12:06:00,Cash,6,48%,53
3030,WALM044,Pharr,Fashion accessories,43,3,2035-04-25,11:55:00,Ewallet,6,48%,129
2578,WALM027,Abilene,Fashion accessories,57,1,2035-04-26,06:05:00,Ewallet,6,48%,57
1082,WALM030,Richardson,Fashion accessories,83,1,2035-04-27,18:03:00,Ewallet,7,48%,83
1451,WALM079,La Porte,Home and lifestyle,41,3,2035-04-28,10:31:00,Ewallet,7,33%,123
1088,WALM076,Huntsville,Fashion accessories,59,1,2035-04-29,21:39:00,Ewallet,5,33%,59
1139,WALM087,Waxahachie,Home and lifestyle,66,1,2035-04-30,22:04:00,Ewallet,7,33%,66
1514,WALM036,Allen,Fashion accessories,17,2,2035-05-01,15:55:00,Ewallet,4,48%,34
2007,WALM034,College Station,Home and lifestyle,61,1,2035-05-02,10:27:00,Ewallet,9,48%,61
1042,WALM082,Weslaco,Fashion accessories,75,2,2035-05-03,14:35:00,Cash,5,33%,150
2462,WALM094,Alamo,Fashion accessories,29,2,2035-05-04,18:51:00,Ewallet,6,33%,58
3208,WALM030,Richardson,Fashion accessories,58,1,2035-05-05,08:26:00,Ewallet,4,48%,58
1321,WALM064,Bedford,Home and lifestyle,51,2,2035-05-06,09:51:00,Ewallet,9,33%,102
1679,WALM001,Houston,Home and lifestyle,80,1,2035-05-07,19:11:00,Ewallet,8,36%,80
2571,WALM015,Grand Prairie,Home and lifestyle,42,1,2035-05-08,18:34:00,Ewallet,5,48%,42
9852,WALM056,Rowlett,Fashion accessories,25,3,2035-05-09,11:12:00,Cash,5,33%,75
1189,WALM015,Grand Prairie,Home and lifestyle,69,2,2035-05-10,09:07:00,Ewallet,6,48%,138
9742,WALM069,Rockwall,Fashion accessories,75,3,2035-05-11,06:20:00,Cash,3,33%,225
9653,WALM099,Weatherford,Home and lifestyle,85,2,2035-05-12,07:11:00,Cash,5,18%,170
9035,WALM032,Tyler,Home and lifestyle,39,3,2035-05-13,08:53:00,Cash,5,48%,117
1880,WALM090,Brownwood,Fashion accessories,32,2,2035-05-14,06:32:00,Ewallet,6,33%,64
2607,WALM020,Killeen,Home and lifestyle,33,3,2035-05-15,13:46:00,Ewallet,6,48%,99
9803,WALM029,Round Rock,Home and lifestyle,34,1,2035-05-16,09:11:00,Cash,4,48%,34
1238,WALM035,San Angelo,Fashion accessories,39,1,2035-05-17,18:55:00,Ewallet,6,48%,39
1603,WALM049,North Richland Hills,Home and lifestyle,43,2,2035-05-18,22:21:00,Ewallet,8,48%,86
2633,WALM036,Allen,Home and lifestyle,55,1,2035-05-19,17:23:00,Ewallet,4,48%,55
2741,WALM005,Fort Worth,Home and lifestyle,47,2,2035-05-20,07:13:00,Ewallet,5,48%,94
9452,WALM030,Richardson,Fashion accessories,82,2,2035-05-21,08:25:00,Cash,5,48%,164
2729,WALM076,Huntsville,Home and lifestyle,77,1,2035-05-22,22:48:00,Ewallet,8,33%,77
9020,WALM056,Rowlett,Fashion accessories,64,2,2035-05-23,07:42:00,Cash,3,33%,128
9523,WALM082,Weslaco,Home and lifestyle,30,1,2035-05-24,08:25:00,Cash,4,33%,30
3136,WALM088,Cleburne,Fashion accessories,58,2,2035-05-25,08:44:00,Ewallet,4,33%,116
9102,WALM075,San Marcos,Fashion accessories,23,2,2035-05-26,07:34:00,Cash,7,33%,46
1337,WALM025,Waco,Home and lifestyle,29,3,2035-05-27,09:48:00,Ewallet,8,48%,87
2974,WALM009,Plano,Fashion accessories,57,2,2035-05-28,18:21:00,Ewallet,5,48%,114
8957,WALM086,Rosenberg,Home and lifestyle,39,1,2035-05-29,12:28:00,Cash,4,33%,39
9440,WALM086,Rosenberg,Fashion accessories,54,3,2035-05-30,06:54:00,Cash,5,33%,162
9581,WALM073,Seguin,Home and lifestyle,66,3,2035-05-31,16:03:00,Cash,3,33%,198
1060,WALM058,Port Arthur,Fashion accessories,33,3,2035-06-01,20:10:00,Ewallet,7,33%,99
1957,WALM063,Georgetown,Home and lifestyle,22,3,2035-06-02,10:36:00,Ewallet,9,33%,66
2115,WALM039,Longview,Home and lifestyle,82,2,2035-06-03,14:26:00,Ewallet,8,48%,164
2735,WALM005,Fort Worth,Home and lifestyle,85,3,2035-06-04,16:40:00,Ewallet,7,48%,255
9860,WALM069,Rockwall,Fashion accessories,73,3,2035-06-05,14:00:00,Cash,4,33%,219
3077,WALM060,DeSoto,Home and lifestyle,68,2,2035-06-06,14:15:00,Ewallet,5,33%,136
9871,WALM025,Waco,Home and lifestyle,29,1,2035-06-07,08:27:00,Cash,3,48%,29
1150,WALM046,Temple,Fashion accessories,67,3,2035-06-08,09:42:00,Ewallet,9,48%,201
2051,WALM093,Angleton,Home and lifestyle,53,2,2035-06-09,14:33:00,Ewallet,5,33%,106
2122,WALM016,Brownsville,Fashion accessories,48,1,2035-06-10,17:24:00,Ewallet,5,48%,48
2665,WALM067,Haltom City,Home and lifestyle,31,3,2035-06-11,18:22:00,Ewallet,4,33%,93
1177,WALM085,Kerrville,Home and lifestyle,37,1,2035-06-12,14:58:00,Ewallet,4,33%,37
9286,WALM046,Temple,Fashion accessories,75,2,2035-06-13,16:26:00,Cash,6,48%,150
1215,WALM001,Houston,Home and lifestyle,58,1,2035-06-14,20:22:00,Ewallet,4,36%,58
1476,WALM089,Southlake,Fashion accessories,18,3,2035-06-15,18:04:00,Ewallet,6,33%,54
2098,WALM067,Haltom City,Fashion accessories,46,3,2035-06-16,07:41:00,Ewallet,7,33%,138
2391,WALM071,Lufkin,Home and lifestyle,45,1,2035-06-17,14:41:00,Ewallet,8,33%,45
2831,WALM013,Irving,Electronic accessories,35,2,2035-06-18,11:53:00,Ewallet,8,48%,70
9890,WALM038,Sugar Land,Fashion accessories,73,1,2035-06-19,11:12:00,Cash,4,48%,73
9637,WALM003,San Antonio,Home and lifestyle,78,3,2035-06-20,11:04:00,Cash,5,48%,234
1498,WALM024,Carrollton,Fashion accessories,83,3,2035-06-21,17:20:00,Ewallet,8,48%,249
3028,WALM018,Frisco,Fashion accessories,41,2,2035-06-22,13:09:00,Ewallet,5,48%,82
2349,WALM007,Arlington,Home and lifestyle,82,1,2035-06-23,19:43:00,Ewallet,9,48%,82
2298,WALM048,Harlingen,Fashion accessories,72,1,2035-06-25,15:55:00,Ewallet,5,48%,72
4042,WALM037,League City,Fashion accessories,74,3,2035-06-26,16:52:00,Ewallet,8,48%,222
4047,WALM017,McKinney,Home and lifestyle,75,1,2035-06-27,15:13:00,Ewallet,4,48%,75
4238,WALM051,New Braunfels,Fashion accessories,57,3,2035-06-28,16:15:00,Ewallet,8,57%,171
4586,WALM052,Mansfield,Fashion accessories,42,3,2035-06-29,18:32:00,Credit card,5,57%,126
4711,WALM078,Del Rio,Home and lifestyle,25,2,2035-06-30,16:54:00,Credit card,4,33%,50
5167,WALM015,Grand Prairie,Home and lifestyle,69,2,2035-07-01,20:39:00,Credit card,8,48%,138
3285,WALM077,Coppell,Home and lifestyle,16,1,2035-07-03,20:36:00,Ewallet,4,33%,16
4678,WALM081,Friendswood,Fashion accessories,55,3,2035-07-04,18:51:00,Credit card,9,33%,165
4771,WALM083,Farmers Branch,Home and lifestyle,71,3,2035-07-05,20:12:00,Credit card,4,33%,213
5009,WALM048,Harlingen,Home and lifestyle,61,3,2035-07-06,19:48:00,Credit card,4,48%,183
5185,WALM043,Baytown,Home and lifestyle,63,2,2035-07-07,18:50:00,Credit card,6,48%,126
9466,WALM086,Rosenberg,Fashion accessories,82,3,2035-07-08,09:31:00,Cash,6,33%,246
9510,WALM009,Plano,Fashion accessories,83,3,2035-07-09,13:03:00,Cash,7,48%,249
3426,WALM045,Missouri City,Fashion accessories,74,2,2035-07-10,14:54:00,Credit card,4,48%,148
3938,WALM085,Kerrville,Fashion accessories,51,3,2035-07-11,17:43:00,Ewallet,8,33%,153
3951,WALM007,Arlington,Home and lifestyle,16,3,2035-07-12,18:22:00,Ewallet,7,48%,48
1848,WALM031,Lewisville,Fashion accessories,75,3,2035-07-13,16:28:00,Ewallet,6,48%,225
2053,WALM090,Brownwood,Home and lifestyle,42,3,2035-07-14,16:10:00,Ewallet,7,33%,126
2158,WALM015,Grand Prairie,Fashion accessories,39,2,2035-07-15,19:03:00,Ewallet,6,48%,78
3271,WALM094,Alamo,Home and lifestyle,66,3,2035-07-16,16:23:00,Ewallet,5,33%,198
3413,WALM069,Rockwall,Home and lifestyle,79,1,2035-07-17,18:49:00,Ewallet,9,33%,79
3959,WALM098,Mineral Wells,Home and lifestyle,59,3,2035-07-18,20:45:00,Ewallet,5,18%,177
2201,WALM100,Canyon,Home and lifestyle,65,2,2035-07-19,16:18:00,Ewallet,5,18%,130
4442,WALM023,Midland,Fashion accessories,56,3,2035-07-20,15:48:00,Ewallet,9,48%,168
9266,WALM075,San Marcos,Fashion accessories,28,2,2035-07-21,12:14:00,Cash,5,33%,56
1016,WALM064,Bedford,Fashion accessories,45,3,2035-07-22,12:33:00,Ewallet,8,33%,135
3761,WALM058,Port Arthur,Home and lifestyle,78,1,2035-07-23,18:00:00,Ewallet,4,33%,78
5196,WALM059,Pflugerville,Fashion accessories,68,1,2035-07-24,20:58:00,Credit card,8,33%,68
9836,WALM029,Round Rock,Fashion accessories,18,3,2035-07-25,15:07:00,Cash,5,48%,54
1639,WALM018,Frisco,Home and lifestyle,27,2,2035-07-26,16:31:00,Ewallet,6,48%,54
3731,WALM071,Lufkin,Home and lifestyle,51,1,2035-07-27,18:12:00,Ewallet,7,33%,51
8867,WALM084,Schertz,Home and lifestyle,34,2,2035-07-28,16:55:00,Cash,4,33%,68
9471,WALM087,Waxahachie,Home and lifestyle,53,3,2035-07-29,09:20:00,Cash,7,33%,159
9613,WALM054,Sherman,Home and lifestyle,46,2,2035-07-30,10:46:00,Cash,5,21%,92
9842,WALM075,San Marcos,Fashion accessories,74,2,2035-07-31,14:32:00,Cash,7,33%,148
3646,WALM069,Rockwall,Fashion accessories,36,3,2035-08-01,19:15:00,Ewallet,5,33%,108
3740,WALM081,Friendswood,Fashion accessories,23,3,2035-08-02,19:30:00,Ewallet,4,33%,69
5029,WALM040,Edinburg,Home and lifestyle,45,1,2035-08-03,20:29:00,Credit card,4,48%,45
2135,WALM081,Friendswood,Home and lifestyle,15,2,2035-08-05,13:14:00,Ewallet,4,33%,30
2931,WALM076,Huntsville,Home and lifestyle,71,2,2035-08-06,11:10:00,Ewallet,6,33%,142
4652,WALM016,Brownsville,Fashion accessories,49,2,2035-08-07,15:59:00,Credit card,8,48%,98
4780,WALM020,Killeen,Fashion accessories,27,1,2035-08-08,20:44:00,Credit card,5,48%,27
5141,WALM020,Killeen,Home and lifestyle,35,3,2035-08-09,19:23:00,Credit card,6,48%,105
9003,WALM074,Weslaco,Home and lifestyle,52,1,2035-08-10,16:35:00,Cash,5,33%,52
9048,WALM073,Seguin,Fashion accessories,68,1,2035-08-11,08:59:00,Cash,3,33%,68
3540,WALM001,Houston,Fashion accessories,37,1,2035-08-12,15:33:00,Ewallet,5,36%,37
4787,WALM026,Denton,Home and lifestyle,44,2,2035-08-13,17:34:00,Credit card,9,48%,88
8944,WALM089,Southlake,Fashion accessories,66,2,2035-08-14,11:16:00,Cash,3,33%,132
3274,WALM096,Eagle Pass,Fashion accessories,62,3,2035-08-15,22:24:00,Ewallet,5,18%,186
4494,WALM013,Irving,Fashion accessories,31,1,2035-08-16,17:46:00,Ewallet,5,48%,31
4558,WALM001,Houston,Fashion accessories,68,1,2035-08-17,15:01:00,Credit card,7,36%,68
9431,WALM038,Sugar Land,Home and lifestyle,57,2,2035-08-18,08:51:00,Cash,3,48%,114
9383,WALM065,Texas City,Home and lifestyle,83,2,2035-08-19,09:06:00,Cash,6,33%,166
1550,WALM013,Irving,Fashion accessories,62,3,2035-08-20,14:02:00,Ewallet,4,48%,186
3300,WALM081,Friendswood,Fashion accessories,58,2,2035-08-21,16:38:00,Ewallet,4,33%,116
3770,WALM020,Killeen,Fashion accessories,36,1,2035-08-22,15:08:00,Ewallet,6,48%,36
3883,WALM097,Alice,Home and lifestyle,65,1,2035-08-23,19:39:00,Ewallet,4,18%,65
4335,WALM021,McAllen,Home and lifestyle,18,1,2035-08-24,16:57:00,Ewallet,4,48%,18
4631,WALM071,Lufkin,Home and lifestyle,38,1,2035-08-25,16:23:00,Credit card,5,33%,38
9134,WALM082,Weslaco,Fashion accessories,73,1,2035-08-26,08:33:00,Cash,7,33%,73
4243,WALM061,Cedar Park,Home and lifestyle,16,3,2035-08-27,20:02:00,Ewallet,7,33%,48
4400,WALM036,Allen,Fashion accessories,61,1,2035-08-28,15:05:00,Ewallet,7,48%,61
4649,WALM094,Alamo,Home and lifestyle,74,3,2035-08-29,16:22:00,Credit card,7,33%,222
5039,WALM006,El Paso,Home and lifestyle,82,1,2035-08-30,19:54:00,Credit card,5,48%,82
9071,WALM030,Richardson,Home and lifestyle,54,2,2035-08-31,10:00:00,Cash,7,48%,108
3730,WALM023,Midland,Fashion accessories,81,1,2035-09-01,17:04:00,Ewallet,7,48%,81
5018,WALM052,Mansfield,Fashion accessories,29,1,2035-09-02,19:50:00,Credit card,9,57%,29
1199,WALM019,Pasadena,Home and lifestyle,55,3,2035-09-03,12:20:00,Ewallet,8,48%,165
1747,WALM033,Pearland,Home and lifestyle,74,3,2035-09-04,18:53:00,Ewallet,5,48%,222
4008,WALM026,Denton,Fashion accessories,23,1,2035-09-05,17:25:00,Ewallet,9,48%,23
4082,WALM017,McKinney,Fashion accessories,63,3,2035-09-06,15:23:00,Ewallet,4,48%,189
4111,WALM060,DeSoto,Home and lifestyle,43,1,2035-09-07,19:38:00,Ewallet,9,33%,43
8979,WALM058,Port Arthur,Home and lifestyle,67,3,2035-09-08,06:52:00,Cash,3,33%,201
1579,WALM019,Pasadena,Home and lifestyle,64,2,2035-09-09,16:01:00,Ewallet,9,48%,128
3025,WALM017,McKinney,Home and lifestyle,35,3,2035-09-10,12:13:00,Ewallet,8,48%,105
3262,WALM009,Plano,Fashion accessories,22,3,2035-09-11,13:36:00,Ewallet,8,48%,66
3711,WALM007,Arlington,Home and lifestyle,39,2,2035-09-12,20:20:00,Ewallet,4,48%,78
4386,WALM077,Coppell,Fashion accessories,20,2,2035-09-13,19:57:00,Ewallet,5,33%,40
4603,WALM021,McAllen,Home and lifestyle,79,3,2035-09-14,18:40:00,Credit card,7,48%,237
5164,WALM014,Amarillo,Fashion accessories,49,1,2035-09-15,15:43:00,Credit card,7,48%,49
9285,WALM082,Weslaco,Home and lifestyle,22,3,2035-09-16,14:56:00,Cash,3,33%,66
9790,WALM055,Waxahachie,Fashion accessories,70,1,2035-09-17,07:43:00,Cash,6,33%,70
3546,WALM026,Denton,Fashion accessories,32,2,2035-09-18,16:40:00,Ewallet,7,48%,64
3899,WALM001,Houston,Home and lifestyle,70,2,2035-09-19,19:17:00,Ewallet,7,36%,140
4201,WALM062,Galveston,Home and lifestyle,70,3,2035-09-20,15:11:00,Ewallet,4,33%,210
4883,WALM064,Bedford,Home and lifestyle,15,3,2035-09-21,17:53:00,Credit card,8,33%,45
5052,WALM033,Pearland,Fashion accessories,49,2,2035-09-22,17:14:00,Credit card,5,48%,98
9575,WALM069,Rockwall,Home and lifestyle,62,3,2035-09-23,15:32:00,Cash,4,33%,186
2610,WALM027,Abilene,Fashion accessories,47,2,2035-09-24,11:43:00,Ewallet,6,48%,94
3824,WALM049,North Richland Hills,Fashion accessories,81,2,2035-09-25,18:29:00,Ewallet,4,48%,162
4622,WALM095,Big Spring,Fashion accessories,21,1,2035-09-26,15:23:00,Credit card,5,33%,21
4885,WALM049,North Richland Hills,Home and lifestyle,62,1,2035-09-27,20:09:00,Credit card,5,48%,62
1940,WALM009,Plano,Fashion accessories,48,3,2035-09-28,16:04:00,Ewallet,8,48%,144
4574,WALM036,Allen,Fashion accessories,52,3,2035-09-29,19:57:00,Credit card,8,48%,156
4978,WALM078,Del Rio,Fashion accessories,72,1,2035-09-30,18:46:00,Credit card,9,33%,72
5002,WALM085,Kerrville,Fashion accessories,38,3,2035-10-01,19:29:00,Credit card,5,33%,114
5069,WALM031,Lewisville,Home and lifestyle,19,2,2035-10-02,19:13:00,Credit card,4,48%,38
5148,WALM033,Pearland,Fashion accessories,59,3,2035-10-03,20:40:00,Credit card,5,48%,177
2297,WALM057,Euless,Home and lifestyle,82,1,2035-10-04,12:44:00,Ewallet,5,33%,82
2527,WALM019,Pasadena,Home and lifestyle,27,3,2035-10-05,14:34:00,Ewallet,4,48%,81
3588,WALM005,Fort Worth,Fashion accessories,30,3,2035-10-06,20:47:00,Ewallet,5,48%,90
5016,WALM023,Midland,Fashion accessories,24,3,2035-10-07,17:40:00,Credit card,8,48%,72
5123,WALM085,Kerrville,Home and lifestyle,62,1,2035-10-08,19:11:00,Credit card,4,33%,62
5215,WALM024,Carrollton,Home and lifestyle,41,2,2035-10-09,16:32:00,Credit card,6,48%,82
